"medcode"	"term"	"database"
"7380521000006112"	"laparoscopic excision of ectopic ovarian pregnancy"	"Aurum"
"7395361000006118"	"dichorionic diamniotic twin pregnancy"	"Aurum"
"7395371000006113"	"monochorionic twin pregnancy"	"Aurum"
"7395381000006111"	"monochorionic diamniotic twin pregnancy"	"Aurum"
"7395411000006114"	"monochorionic monoamniotic twin pregnancy"	"Aurum"
"7475941000006116"	"continuing pregnancy after intrauterine death of one twin with intrauterine retention of dead twin"	"Aurum"
"7478631000006114"	"termination of pregnancy after first trimester"	"Aurum"
"7478641000006116"	"termination of pregnancy after first twelve weeks of pregnancy"	"Aurum"
"7479411000006114"	"swab from placenta"	"Aurum"
"7484011000006111"	"discussion about diabetic ketoacidosis in pregnancy"	"Aurum"
"7484021000006115"	"discussion about hypoglycaemia in pregnancy"	"Aurum"
"7484081000006116"	"discussion about gestational hypertension"	"Aurum"
"7493511000006117"	"short cervical length in pregnancy"	"Aurum"
"7493521000006113"	"short cervix in pregnancy"	"Aurum"
"7498111000006117"	"fetal or neonatal effect of breech delivery"	"Aurum"
"7498141000006118"	"retained products of conception following induced termination of pregnancy"	"Aurum"
"7498191000006110"	"induced termination of pregnancy with complication"	"Aurum"
"7498201000006113"	"induced termination of pregnancy complicated by damage to pelvic organs and/or tissues"	"Aurum"
"7498221000006115"	"induced termination of pregnancy complicated by delayed and/or excessive haemorrhage"	"Aurum"
"7498281000006116"	"induced termination of pregnancy complicated by genital-pelvic infection"	"Aurum"
"7498321000006110"	"induced termination of pregnancy complicated by renal failure"	"Aurum"
"7498571000006116"	"induced termination of pregnancy complicated by endometritis"	"Aurum"
"7498941000006116"	"induced termination of pregnancy complicated by salpingitis"	"Aurum"
"7498981000006110"	"induced termination of pregnancy complicated by sepsis"	"Aurum"
"7499031000006117"	"termination of pregnancy complicated by septic shock"	"Aurum"
"7499111000006110"	"termination of pregnancy complicated by urinary tract infection"	"Aurum"
"7499121000006119"	"termination of pregnancy without complication"	"Aurum"
"7499311000006113"	"induced termination of pregnancy complicated by cardiac arrest"	"Aurum"
"7499351000006114"	"induced termination of pregnancy complicated by infectious disease"	"Aurum"
"7499431000006114"	"gestational trophoblastic neoplasia"	"Aurum"
"7499451000006119"	"gestational trophoblastic neoplasia"	"Aurum"
"7499471000006112"	"persistent gestational trophoblastic disease"	"Aurum"
"7499561000006116"	"miscarriage of tubal ectopic pregnancy"	"Aurum"
"7500211000006117"	"pre-existing diabetes mellitus in pregnancy"	"Aurum"
"7500221000006113"	"pre-existing type 1 diabetes mellitus in pregnancy"	"Aurum"
"7500251000006116"	"pregnancy and type 1 diabetes mellitus"	"Aurum"
"7510361000006114"	"fetal heart echogenicity on obstetric ultrasound scan"	"Aurum"
"7510401000006116"	"foetal bowel echogenicity on obstetric ultrasound scan"	"Aurum"
"7510411000006118"	"fetal bowel echogenicity on obstetric ultrasound scan"	"Aurum"
"7510811000006115"	"pregnancy induced oedema"	"Aurum"
"7511731000006114"	"antepartum haemorrhage due to cervical polyp"	"Aurum"
"7511791000006113"	"preterm spontaneous labour with preterm delivery"	"Aurum"
"7511801000006114"	"preterm spontaneous labor with preterm delivery"	"Aurum"
"7511821000006116"	"preterm spontaneous labor with term delivery"	"Aurum"
"7526321000006110"	"glucose tolerance test, antenatal"	"Aurum"
"7529171000006117"	"retained placenta due to morbidly adherent placenta"	"Aurum"
"7529701000006110"	"vaginal delivery of fetus"	"Aurum"
"7530131000006111"	"postpartum mastitis"	"Aurum"
"7530151000006116"	"puerperal mastitis"	"Aurum"
"7531001000006114"	"bartter syndrome antenatal type 1"	"Aurum"
"7546741000006116"	"obstetrical/gynaecological ultrasound imaging system"	"Aurum"
"7565461000006113"	"mental disorder in mother complicating pregnancy"	"Aurum"
"7567351000006110"	"diabetes in pregnancy clinic"	"Aurum"
"7593831000006115"	"depressed mood with postpartum onset"	"Aurum"
"7593841000006113"	"depressed mood in postpartum period"	"Aurum"
"7613771000006119"	"incomplete induced termination of pregnancy"	"Aurum"
"7629681000006115"	"obstetric ultrasound service"	"Aurum"
"7642291000006111"	"cervical cerclage of internal os during pregnancy"	"Aurum"
"7650451000006118"	"assessment of fetal gestational age"	"Aurum"
"7681511000006115"	"prevention of unwanted pregnancy"	"Aurum"
"7693521000006111"	"delivery by caesarean section for footling breech presentation"	"Aurum"
"7693541000006116"	"delivery by caesarean section for breech presentation"	"Aurum"
"7693551000006119"	"delivery by cesarean section for breech presentation"	"Aurum"
"7696291000006117"	"antenatal screening for viral hepatitis type b"	"Aurum"
"7700771000006119"	"oligohydramnios due to rupture of membranes"	"Aurum"
"7706121000006118"	"dizygotic twin pregnancy"	"Aurum"
"7706141000006113"	"monozygotic twin pregnancy"	"Aurum"
"7724811000006118"	"induced termination of pregnancy"	"Aurum"
"7746321000006113"	"acute fatty liver of pregnancy"	"Aurum"
"7762601000006115"	"antenatal screening for fetal growth retardation"	"Aurum"
"7762621000006113"	"antenatal screening for isoimmunisation"	"Aurum"
"7784821000006117"	"assessment of pregnancy status prior to imaging"	"Aurum"
"7800131000006116"	"maternal request for obstetric intervention"	"Aurum"
"7813281000006118"	"injury complicating pregnancy"	"Aurum"
"7836911000006117"	"baby premature at delivery 23 completed weeks"	"Aurum"
"7846531000006115"	"vaginal bleeding complicating early pregnancy"	"Aurum"
"7856681000006117"	"venous complication of pregnancy"	"Aurum"
"7856711000006116"	"preterm delivery following caesarean section"	"Aurum"
"7856761000006118"	"intrapartum haemorrhage with obstructed labour and uterine rupture"	"Aurum"
"7961041000006113"	"postpartum acute renal failure"	"Aurum"
"7964981000006117"	"fetal growth retardation, antenatal"	"Aurum"
"7965111000006111"	"premature - gestation of 35-36 weeks"	"Aurum"
"7969581000006113"	"chlamydia trachomatis infection in pregnancy"	"Aurum"
"7982021000006110"	"three dimensional obstetric ultrasonography"	"Aurum"
"7982061000006116"	"three dimensional obstetric ultrasonography in third trimester"	"Aurum"
"7986311000006116"	"partial postnatal care - two visits"	"Aurum"
"7986381000006111"	"partial postnatal care - three visits"	"Aurum"
"7986401000006111"	"partial postnatal care - four visits"	"Aurum"
"7986441000006113"	"partial postnatal care - five visits"	"Aurum"
"7989191000006118"	"british association for adoption and fostering b1 obstetric report sent"	"Aurum"
"7990421000006116"	"low back pain in pregnancy"	"Aurum"
"7991731000006116"	"ivf - in-vitro fertilisation pregnancy"	"Aurum"
"7991741000006114"	"in-vitro fertilization pregnancy"	"Aurum"
"7991751000006111"	"ivf - in-vitro fertilization pregnancy"	"Aurum"
"7991761000006113"	"in-vitro fertilisation pregnancy"	"Aurum"
"7999381000006115"	"partial postnatal care"	"Aurum"
"8004341000006112"	"single liveborn born in hospital by vaginal delivery"	"Aurum"
"8011141000006110"	"rupture of uterus during labour"	"Aurum"
"8016541000006110"	"postpartum pre-existing essential hypertension"	"Aurum"
"8016561000006114"	"postpartum pregnancy-induced hypertension"	"Aurum"
"8016571000006119"	"gestational hypertension after childbirth"	"Aurum"
"8016601000006114"	"postpartum gestational diabetes mellitus"	"Aurum"
"8016611000006112"	"gestational diabetes, delivered"	"Aurum"
"8016621000006116"	"gestational diabetes mellitus complicating pregnancy"	"Aurum"
"8016631000006118"	"gestational dm antepartum"	"Aurum"
"8022611000006115"	"antiphospholipid syndrome in pregnancy"	"Aurum"
"8022691000006113"	"maternal thalassemia in pregnancy"	"Aurum"
"8022781000006116"	"postpartum episiotomy pain"	"Aurum"
"8031611000006111"	"epilepsy in pregnancy"	"Aurum"
"8032491000006112"	"genital herpes simplex in pregnancy"	"Aurum"
"8033291000006116"	"pre-existing diabetes mellitus in mother complicating childbirth"	"Aurum"
"8034821000006119"	"bacterial vaginosis in pregnancy"	"Aurum"
"8037671000006112"	"group b streptococcus carrier complicating pregnancy"	"Aurum"
"8042451000006119"	"high risk pregnancy due to recurrent pregnancy loss"	"Aurum"
"8042461000006117"	"high risk pregnancy due to recurrent miscarriage"	"Aurum"
"8063221000006113"	"antenatal admission"	"Aurum"
"8066931000006113"	"discussion about maternal wellbeing - postnatal depression"	"Aurum"
"8072991000006115"	"chemotherapy delivery"	"Aurum"
"8108461000006116"	"private referral for surgical termination of pregnancy"	"Aurum"
"8108471000006111"	"private referral for medical termination of pregnancy"	"Aurum"
"8125051000006113"	"total number of registerable births at delivery"	"Aurum"
"8157561000006113"	"maternal antenatal administration of corticosteroids for fetal lung maturation"	"Aurum"
"8175651000006119"	"baaf b1 obstetric report"	"Aurum"
"8214351000006116"	"infant feeding antenatal checklist completed"	"Aurum"
"8238681000006119"	"downs syndrome antenatal screening information leaflet given"	"Aurum"
"8241711000006112"	"discussion about changing insulin requirement in pregnancy"	"Aurum"
"8244951000006113"	"infant feeding postnatal checklist completed"	"Aurum"
"8258981000006111"	"referral to pregnancy loss counselling service"	"Aurum"
"8259781000006115"	"referral to postnatal support group"	"Aurum"
"8262291000006110"	"pregnancy resulting from assisted conception"	"Aurum"
"8262851000006117"	"referral to postnatal depression group"	"Aurum"
"8263911000006115"	"papp-a mom - pregnancy associated plasma protein a multiple of median"	"Aurum"
"8263931000006114"	"plasma papp-a mom (pregnancy associated plasma protein a multiple of median) measurement"	"Aurum"
"8263951000006119"	"serum papp-a mom (pregnancy associated plasma protein a multiple of median) measurement"	"Aurum"
"8264221000006117"	"management of gestational diabetes mellitus"	"Aurum"
"8273311000006114"	"obstetric mri of pelvis"	"Aurum"
"8275091000006118"	"obstetrics - antenatal"	"Aurum"
"8275101000006112"	"obstetrics - postnatal"	"Aurum"
"8283271000006117"	"antenatal physiological assessment of mother"	"Aurum"
"8294311000006118"	"ultrasound scan of multiple pregnancy"	"Aurum"
"8294331000006112"	"doppler ultrasound scan of multiple pregnancy"	"Aurum"
"8295351000006116"	"pregnancy of unknown location"	"Aurum"
"8308381000006114"	"postnatal listening visits offered"	"Aurum"
"8308811000006110"	"postnatal listening visit"	"Aurum"
"8314001000006112"	"defibulation of vulva to facilitate delivery"	"Aurum"
"8394691000006114"	"antenatal screening"	"Aurum"
"8413751000006119"	"minor pph (postpartum haemorrhage)"	"Aurum"
"8413771000006112"	"major pph (postpartum haemorrhage)"	"Aurum"
"8428511000006111"	"seen in community diabetes antenatal clinic"	"Aurum"
"8428521000006115"	"seen in hospital diabetes antenatal clinic"	"Aurum"
"8428541000006110"	"referral to hospital diabetes antenatal clinic"	"Aurum"
"8434561000006118"	"postnatal depression tom (therapy outcome measure) activity score"	"Aurum"
"8434601000006118"	"postnatal depression tom (therapy outcome measure) participation score"	"Aurum"
"8434611000006115"	"postnatal depression tom (therapy outcome measure) wellbeing score"	"Aurum"
"8437551000006114"	"health visitor contact using fpm (family partnership model) postnatal promotional guide"	"Aurum"
"8437571000006116"	"health visitor contact using fpm (family partnership model) antenatal promotional guide"	"Aurum"
"8454341000006110"	"antenatal screening for down's syndrome offered"	"Aurum"
"8454391000006118"	"antenatal screening blood test for down's, edwards' and patau's syndromes"	"Aurum"
"8454401000006116"	"antenatal screening quadruple test"	"Aurum"
"8454431000006112"	"antenatal screening shows higher risk of down's syndrome"	"Aurum"
"8454451000006117"	"antenatal screening shows lower risk of down's syndrome"	"Aurum"
"8454481000006113"	"antenatal screening shows lower risk of edwards' and patau's syndromes"	"Aurum"
"9310231000006116"	"rhinitis of pregnancy"	"Aurum"
"9323801000006112"	"cholestasis of pregnancy complicating childbirth"	"Aurum"
"9323811000006110"	"cholestasis in childbirth"	"Aurum"
"9323991000006113"	"ovarian cyst in pregnancy"	"Aurum"
"9324231000006119"	"spontaneous onset of labour between 37 and 39 weeks gestation with planned caesarean section"	"Aurum"
"9324351000006115"	"galactorrhoea in pregnancy"	"Aurum"
"9324411000006114"	"eclampsia with pre-existing hypertension in childbirth"	"Aurum"
"9324521000006119"	"premature rupture of membranes in full term pregnancy with onset of labour within 24 hours of rupture"	"Aurum"
"9324871000006115"	"diabetes mellitus in mother complicating childbirth"	"Aurum"
"9325001000006115"	"human immunodeficiency virus in mother complicating childbirth"	"Aurum"
"9325061000006119"	"heart murmur in childbirth"	"Aurum"
"9325081000006112"	"group b streptococcus infection in mother complicating childbirth"	"Aurum"
"9325091000006110"	"group b streptococcus carrier in childbirth"	"Aurum"
"9325291000006119"	"pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth"	"Aurum"
"9325521000006118"	"pre-existing hypertensive heart disease in mother complicating pregnancy"	"Aurum"
"9325651000006111"	"pulmonary embolism in childbirth"	"Aurum"
"9325711000006119"	"sickle cell trait in childbirth"	"Aurum"
"9325771000006111"	"preterm premature rupture of membranes with onset of labour unknown"	"Aurum"
"9325911000006116"	"syphilis in mother complicating childbirth"	"Aurum"
"9326081000006118"	"uterine prolapse in pregnancy"	"Aurum"
"9326201000006116"	"psychosis in pregnancy"	"Aurum"
"9326241000006119"	"pain in round ligament in pregnancy"	"Aurum"
"9326251000006117"	"round ligament pain in pregnancy"	"Aurum"
"9326461000006119"	"vacuum assisted vaginal delivery"	"Aurum"
"9326521000006112"	"preterm labour in third trimester with preterm delivery in third trimester"	"Aurum"
"9326541000006117"	"preterm labour with preterm delivery in third trimester"	"Aurum"
"9326571000006113"	"preterm labour with preterm delivery"	"Aurum"
"9326581000006111"	"preterm labor with preterm delivery"	"Aurum"
"9326601000006118"	"preterm labour without delivery"	"Aurum"
"9334221000006119"	"dislocation of symphysis pubis in pregnancy"	"Aurum"
"9834991000006110"	"large for gestational age newborn"	"Aurum"
"9906671000006113"	"bleeding from female genital tract during pregnancy"	"Aurum"
"9906681000006111"	"bleeding from female genital tract co-occurrent with pregnancy"	"Aurum"
"9906691000006114"	"vaginal bleeding during pregnancy"	"Aurum"
"11831091000006119"	"pregnancy with gestation less than 20 weeks"	"Aurum"
"11878261000006114"	"hypothyroidism in pregnancy, antepartum"	"Aurum"
"11903961000006114"	"delayed and/or secondary postpartum hemorrhage"	"Aurum"
"11923861000006111"	"complication occurring during labor and delivery"	"Aurum"
"11924511000006113"	"edinburgh postnatal depression scale"	"Aurum"
"11926241000006117"	"finding of length of gestation"	"Aurum"
"11930081000006116"	"seen in early pregnancy unit"	"Aurum"
"12003241000006111"	"postnatal care refused"	"Aurum"
"12027721000006112"	"postpartum pre-eclampsia"	"Aurum"
"12115751000006114"	"signposting to pregnancy counselling service"	"Aurum"
"12121531000006119"	"antenatal care not offered"	"Aurum"
"12121731000006112"	"antenatal ultrasound scan offered"	"Aurum"
"12121801000006112"	"antenatal rhd (rhesus d) antibody screening offered"	"Aurum"
"12121841000006114"	"maternal postnatal examination offered"	"Aurum"
"12456681000006113"	"[v]antenatal screening"	"Aurum"
"12459371000006112"	"[v]other specified antenatal screening"	"Aurum"
"12459941000006117"	"[v]postpartum care and examination"	"Aurum"
"12459971000006113"	"[v]pregnancy examination or test, pregnancy unconfirmed"	"Aurum"
"12461781000006117"	"[v]unspecified antenatal screening"	"Aurum"
"12462881000006116"	"[x]antenatal screening for fetal growth retardation using ultrasonics and other physical methods"	"Aurum"
"12462891000006118"	"[x]antenatal screening for malformations using ultrasonics and other physical methods"	"Aurum"
