"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"antihypertensive"
"55358"	"Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 25mg Tablet"	"Amlodipine/Hydrochlorothiazide/Olmesartan"	"40mg + 10mg + 25mg"	"Tablet"	"Oral"	"02020100/02050502"	"Amlodipine/Hydrochlorothiazide/Olmesartan"
"55399"	"Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Lisinopril"	"20mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"55416"	"Propranolol 40mg tablets (Almus Pharmaceuticals Ltd)"	"Propranolol"	"40mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"55446"	"Losartan 100mg tablets (Bristol Laboratories Ltd)"	"Losartan"	"100mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"55455"	"Nifedipine 10mg capsules (Strides Shasun (UK) Ltd)"	"Nifedipine"	"10mg"	"Capsule"	"Oral"	"02060200"	"Nifedipine"
"55456"	"Lisinopril 5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"55588"	"Lisinopril 20mg tablets (Sigma Pharmaceuticals Plc)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"55639"	"Lisinopril 10mg tablets (Accord Healthcare Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"55718"	"Losartan 25mg tablets (Phoenix Healthcare Distribution Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"55740"	"Neofel XL 2.5mg tablets (Actavis UK Ltd)"	"Felodipine"	"2.5mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"55777"	"Metolazone 5mg/5ml oral solution"	"Metolazone"	"1mg/1ml"	"Oral solution"	"Oral"	"02020100"	"Metolazone"
"55778"	"Atenolol 50mg tablets (Phoenix Healthcare Distribution Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"55797"	"Clonidine 25micrograms/5ml oral solution"	"Clonidine"	"5microgram/1ml"	"Oral solution"	"Oral"	"02050200/04070402/06040101"	"Clonidine"
"55798"	"Ramipril 5mg capsules (Waymade Healthcare Plc)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"55821"	"Valsartan 160mg capsules (Teva UK Ltd)"	"Valsartan"	"160mg"	"Capsule"	"Oral"	"00000000"	"Valsartan"
"55824"	"Nifedipine 20mg Modified-release tablet (Berk Pharmaceuticals Ltd)"	"Nifedipine"	"20mg"	"Modified-release Tablet"	"Oral"	"02060200"	"Nifedipine"
"55826"	"Prazosin 5mg tablets (A A H Pharmaceuticals Ltd)"	"Prazosin"	"5mg"	"Tablet"	"Oral"	"02050400/07040150"	"Prazosin"
"55849"	"Propranolol 160mg tablets (Mylan)"	"Propranolol"	"160mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"55853"	"Pindolol 15mg Tablet (Hillcross Pharmaceuticals Ltd)"	"Pindolol"	"15mg"	"Tablet"	"Oral"	"02040000"	"Pindolol"
"55889"	"Chlorothiazide oral solution"	"Chlorothiazide"	NA	"Oral solution"	"Oral"	"02020100"	"Chlorothiazide"
"55896"	"Lisinopril 2.5mg tablets (Actavis UK Ltd)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"55903"	"Enalapril 10mg tablets (Dexcel-Pharma Ltd)"	"Enalapril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Enalapril"
"55906"	"Doxazosin 1mg tablets (Dexcel-Pharma Ltd)"	"Doxazosin"	"1mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"55916"	"Doxazosin 1mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Doxazosin"	"1mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"55949"	"Propranolol 40mg/5ml oral solution"	"Propranolol"	"8mg/1ml"	"Oral solution"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"55979"	"Metoprolol 25mg/5ml oral suspension"	"Metoprolol"	"5mg/1ml"	"Oral suspension"	"Oral"	"02040000/04070402"	"Metoprolol"
"55989"	"Diazoxide 25mg/5ml oral solution"	"Diazoxide"	"5mg/1ml"	"Oral solution"	"Oral"	"06010400"	"Diazoxide"
"56013"	"Ramipril 2.5mg capsules (Waymade Healthcare Plc)"	"Ramipril"	"2.5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"56038"	"Ramipril 10mg tablets (Pfizer Ltd)"	"Ramipril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"56067"	"Spironolactone 4mg/5ml oral solution"	"Spironolactone"	"800microgram/1ml"	"Oral solution"	"Oral"	"02020300"	"Spironolactone"
"56079"	"Perindopril tosilate 10mg tablets"	"Perindopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"56104"	"Losartan 50mg tablets (A A H Pharmaceuticals Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"56129"	"Ramipril 5mg capsules (Kent Pharmaceuticals Ltd)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"56145"	"Doxazosin 2mg tablets (Actavis UK Ltd)"	"Doxazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"56147"	"Amlodipine 10mg tablets (Accord Healthcare Ltd)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"56148"	"Ramipril 1.25mg tablets (Kent Pharmaceuticals Ltd)"	"Ramipril"	"1.25mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"56157"	"Perindopril tosilate 5mg / Indapamide 1.25mg tablets"	"Indapamide/Perindopril"	"1.25mg + 5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Indapamide/Perindopril"
"56162"	"Perindopril erbumine 4mg tablets (Consilient Health Ltd)"	"Perindopril"	"4mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"56169"	"Ramipril 10mg capsules (Arrow Generics Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"56173"	"Half Beta-Prograne 80mg modified-release capsules (Actavis UK Ltd)"	"Propranolol"	"80mg"	"Modified-release capsule"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"56204"	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd)"	"Hydrochlorothiazide/Losartan"	"50mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"56244"	"Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Tillomed Laboratories Ltd)"	"Hydrochlorothiazide/Lisinopril"	"20mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"56271"	"Diltiazem 0.2% cream (Special Order)"	"Diltiazem"	"2mg/1gram"	"Cream"	"Transdermal"	"01070000/02060200"	"Diltiazem"
"56274"	"Spironolactone 4.5mg/5ml oral suspension"	"Spironolactone"	"900microgram/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"56279"	"Lisinopril 2.5mg/5ml oral solution"	"Lisinopril"	"500microgram/1ml"	"Oral solution"	"Oral"	"02050501"	"Lisinopril"
"56296"	"Indapamide 2.5mg tablets (Boston Healthcare Ltd)"	"Indapamide"	"2.5mg"	"Tablet"	"Oral"	"02020100"	"Indapamide"
"56334"	"Amlodipine 10mg tablets (Bristol Laboratories Ltd)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"56356"	"Ramipril 10mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"56445"	"Atenolol 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Atenolol"	"5mg/1ml"	"Oral solution"	"Oral"	"02040000"	"Atenolol"
"56467"	"Tildiem 60mg modified-release tablets (DE Pharmaceuticals)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"56469"	"Adalat LA 60 tablets (Necessity Supplies Ltd)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"56472"	"Perindopril erbumine 4mg tablets (Kent Pharmaceuticals Ltd)"	"Perindopril"	"4mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"56473"	"Perindopril erbumine 2mg tablets (Sigma Pharmaceuticals Plc)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"56485"	"Celectol 200mg tablets (Waymade Healthcare Plc)"	"Celiprolol"	"200mg"	"Tablet"	"Oral"	"02040000"	"Celiprolol"
"56505"	"Zestril 5mg tablets (Lexon (UK) Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"56506"	"Coversyl 2mg tablets (Dowelhurst Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"56508"	"Coversyl 4mg tablets (Dowelhurst Ltd)"	"Perindopril"	"4mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"56509"	"Capoten 12.5mg tablets (Dowelhurst Ltd)"	"Captopril"	"12.5mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"56510"	"Zestril 20mg tablets (Sigma Pharmaceuticals Plc)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"56516"	"Perindopril erbumine 2mg tablets (Sandoz Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"56536"	"Spironolactone 100mg/5ml oral solution"	"Spironolactone"	"20mg/1ml"	"Oral solution"	"Oral"	"02020300"	"Spironolactone"
"56606"	"Azilsartan medoxomil 40mg tablets"	"Azilsartan"	"40mg"	"Tablet"	"Oral"	"02050502"	"Azilsartan"
"56704"	"Ramipril 1.25mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"56758"	"Diltiazem 90mg modified-release capsules (Cubic Pharmaceuticals Ltd)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"56760"	"Indapamide 2.5mg tablets (Strides Shasun (UK) Ltd)"	"Indapamide"	"2.5mg"	"Tablet"	"Oral"	"02020100"	"Indapamide"
"56763"	"Ramipril 10mg capsules (Phoenix Healthcare Distribution Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"56764"	"Propranolol 40mg tablets (Waymade Healthcare Plc)"	"Propranolol"	"40mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"56767"	"Lercanidipine 20mg tablets (Mylan)"	"Lercanidipine"	"20mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"56804"	"Chlorothiazide 25mg/5ml oral suspension"	"Chlorothiazide"	"5mg/1ml"	"Oral suspension"	"Oral"	"02020100"	"Chlorothiazide"
"56850"	"Ecopace 12.5mg tablets (AMCo)"	"Captopril"	"12.5mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"56855"	"Ramipril 10mg capsules (Sigma Pharmaceuticals Plc)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"56970"	"Losartan 100mg tablets (Pfizer Ltd)"	"Losartan"	"100mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"56975"	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Losartan"	"50mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"56994"	"Lacidipine 4mg tablets (Teva UK Ltd)"	"Lacidipine"	"4mg"	"Tablet"	"Oral"	"02060200"	"Lacidipine"
"57026"	"Candesartan 8mg tablets (Waymade Healthcare Plc)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"57028"	"Losartan 100mg tablets (Mylan)"	"Losartan"	"100mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"57048"	"Lisinopril 10mg tablets (Zentiva)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"57063"	"Bedranol SR 80mg capsules (Almus Pharmaceuticals Ltd)"	"Propranolol"	"80mg"	"Modified-release capsule"	"Oral"	"00000000"	"Propranolol"
"57073"	"Ramipril 1.25mg capsules (Waymade Healthcare Plc)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"57074"	"Doxazosin 2mg tablets (Sigma Pharmaceuticals Plc)"	"Doxazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"57104"	"Spironolactone 200mg/5ml oral suspension"	"Spironolactone"	"40mg/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"57145"	"Terazosin 2mg tablets (A A H Pharmaceuticals Ltd)"	"Terazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Terazosin"
"57208"	"Diltiazem 120mg modified-release capsules (Cubic Pharmaceuticals Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"57235"	"Ramipril 1.25mg tablets (Sandoz Ltd)"	"Ramipril"	"1.25mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"57240"	"Metoprolol 50mg/5ml oral suspension (Special Order)"	"Metoprolol"	"10mg/1ml"	"Oral suspension"	"Oral"	"02040000/04070402"	"Metoprolol"
"57266"	"Candesartan 2mg tablets (Actavis UK Ltd)"	"Candesartan"	"2mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"57273"	"Candesartan 8mg tablets (Actavis UK Ltd)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"57333"	"Perindopril tosilate 5mg tablets"	"Perindopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"57342"	"Propranolol 40mg tablets (Phoenix Healthcare Distribution Ltd)"	"Propranolol"	"40mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"57346"	"Ramipril 10mg capsules (Waymade Healthcare Plc)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"57378"	"Enalapril 2mg/5ml oral suspension"	"Enalapril"	"400microgram/1ml"	"Oral suspension"	"Oral"	"02050501"	"Enalapril"
"57444"	"Lercanidipine 10mg tablets (Aptil Pharma Ltd)"	"Lercanidipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"57448"	"Doxazosin 4mg tablets (A A H Pharmaceuticals Ltd)"	"Doxazosin"	"4mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"57488"	"Hydrochlorothiazide Oral solution"	"Hydrochlorothiazide"	NA	"Oral Solution"	"Oral"	"02020100"	"Hydrochlorothiazide"
"57531"	"Adalat LA 60 tablets (Waymade Healthcare Plc)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"57539"	"Zestoretic 10 tablets (Sigma Pharmaceuticals Plc)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"57556"	"Spironolactone 12mg/5ml oral solution"	"Spironolactone"	"2.4mg/1ml"	"Oral solution"	"Oral"	"02020300"	"Spironolactone"
"57567"	"Propranolol 10mg/5ml oral suspension"	"Propranolol"	"2mg/1ml"	"Oral suspension"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"57573"	"Celectol 200mg tablets (Dowelhurst Ltd)"	"Celiprolol"	"200mg"	"Tablet"	"Oral"	"02040000"	"Celiprolol"
"57588"	"Zestril 2.5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"57594"	"Tildiem 60mg modified-release tablets (Waymade Healthcare Plc)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"57653"	"Adalat LA 20 tablets (Sigma Pharmaceuticals Plc)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"57658"	"Ramipril 1.25mg tablets (A A H Pharmaceuticals Ltd)"	"Ramipril"	"1.25mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"57680"	"Lacidipine 4mg tablets (A A H Pharmaceuticals Ltd)"	"Lacidipine"	"4mg"	"Tablet"	"Oral"	"02060200"	"Lacidipine"
"57701"	"Perindopril erbumine 8mg tablets (Actavis UK Ltd)"	"Perindopril"	"8mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"57784"	"Doxazosin 2mg/5ml oral suspension"	"Doxazosin"	"400microgram/1ml"	"Oral suspension"	"Oral"	"02050400/07040150"	"Doxazosin"
"57796"	"Cozaar-Comp 50mg/12.5mg tablets (DE Pharmaceuticals)"	"Hydrochlorothiazide/Losartan"	"50mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"57801"	"Perindopril erbumine 4mg tablets (Glenmark Pharmaceuticals Europe Ltd)"	"Perindopril"	"4mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"57817"	"Atenolol 50mg tablets (Zentiva)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"57859"	"Diltiazem 90mg modified-release tablets (Cubic Pharmaceuticals Ltd)"	"Diltiazem"	"90mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"57864"	"Ramipril 5mg tablets (Sigma Pharmaceuticals Plc)"	"Ramipril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"57882"	"Enalapril 2.5mg/5ml oral suspension"	"Enalapril"	"500microgram/1ml"	"Oral suspension"	"Oral"	"02050501"	"Enalapril"
"57908"	"Co-amilofruse 5mg/40mg tablets (Kent Pharmaceuticals Ltd)"	"Amiloride"	"5mg + 40mg"	"Tablet"	"Oral"	"02020400"	"Amiloride"
"57933"	"Spironolactone 40mg/5ml oral suspension"	"Spironolactone"	"8mg/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"57944"	"Perindopril tosilate 2.5mg tablets"	"Perindopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"57977"	"Candesartan 16mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Candesartan"	"16mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"58077"	"Spironolactone 8mg/5ml oral suspension"	"Spironolactone"	"1.6mg/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"58090"	"Clonidine 75micrograms/5ml oral solution"	"Clonidine"	"15microgram/1ml"	"Oral solution"	"Oral"	"02050200/04070402/06040101"	"Clonidine"
"58108"	"Irbesartan 150mg tablets (A A H Pharmaceuticals Ltd)"	"Irbesartan"	"150mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"58195"	"Captopril 12.5mg/5ml oral solution"	"Captopril"	"2.5mg/1ml"	"Oral solution"	"Oral"	"02050501"	"Captopril"
"58201"	"Irbesartan 150mg tablets (Actavis UK Ltd)"	"Irbesartan"	"150mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"58225"	"Spironolactone 2.5mg/5ml oral suspension"	"Spironolactone"	"500microgram/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"58258"	"Lisinopril 2.5mg/5ml oral suspension"	"Lisinopril"	"500microgram/1ml"	"Oral suspension"	"Oral"	"02050501"	"Lisinopril"
"58274"	"Losartan 25mg tablets (Accord Healthcare Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"58276"	"Doxazosin 2mg tablets (Medreich Plc)"	"Doxazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"58294"	"Lisinopril 5mg tablets (Accord Healthcare Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"58297"	"Propranolol 10mg tablets (Kent Pharmaceuticals Ltd)"	"Propranolol"	"10mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"58325"	"Doxazosin 4mg tablets (Phoenix Healthcare Distribution Ltd)"	"Doxazosin"	"4mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"58339"	"Neofel XL 2.5mg tablets (Almus Pharmaceuticals Ltd)"	"Felodipine"	"2.5mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"58407"	"Propranolol 80mg tablets (Teva UK Ltd)"	"Propranolol"	"80mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"58451"	"Lisinopril 2.5mg tablets (Almus Pharmaceuticals Ltd)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"58461"	"Lisinopril 2.5mg tablets (Kent Pharmaceuticals Ltd)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"58491"	"Propranolol 40mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Propranolol"	"40mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"58529"	"Clonidine 200micrograms/24hours transdermal patches"	"Clonidine"	"200microgram/24hour"	"Transdermal patch"	"Transdermal"	"02050200"	"Clonidine"
"58557"	"Adalat LA 20 tablets (Necessity Supplies Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"58580"	"Amlodipine 10mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"58632"	"Tracleer 125mg tablets (Actelion Pharmaceuticals UK Ltd)"	"Bosentan"	"125mg"	"Tablet"	"Oral"	"02050100"	"Bosentan"
"58646"	"Candesartan 4mg tablets (Actavis UK Ltd)"	"Candesartan"	"4mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"58649"	"Losartan 25mg tablets (Bristol Laboratories Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"58669"	"Valsartan 40mg capsules (Teva UK Ltd)"	"Valsartan"	"40mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"58682"	"Lisinopril 2.5mg tablets (Mylan)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"58751"	"Enalapril 1.25mg/5ml oral suspension"	"Enalapril"	"250microgram/1ml"	"Oral suspension"	"Oral"	"02050501"	"Enalapril"
"58757"	"Spironolactone 20mg/5ml oral suspension"	"Spironolactone"	"4mg/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"58843"	"Perindopril erbumine 2mg tablets (Kent Pharmaceuticals Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"58863"	"Lisinopril 10mg tablets (Phoenix Healthcare Distribution Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"58871"	"Lisinopril 10mg tablets (Waymade Healthcare Plc)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"58874"	"Perindopril erbumine 2mg tablets (Somex Pharma)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"58910"	"Valsartan 80mg capsules (Sigma Pharmaceuticals Plc)"	"Valsartan"	"80mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"58967"	"Losartan 12.5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Losartan"	"12.5mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"58990"	"Nifedipine 10mg modified-release tablets (Cubic Pharmaceuticals Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"59001"	"Amlodipine 10mg tablets (Mylan)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"59029"	"Valsartan 3mg/ml oral solution"	"Valsartan"	"3mg/1ml"	"Oral solution"	"Oral"	"02050502"	"Valsartan"
"59086"	"Losartan 25mg tablets (Wockhardt UK Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"59098"	"Dilzem XL 180 capsules (Lexon (UK) Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"59109"	"Lisinopril 5mg tablets (Tillomed Laboratories Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"59111"	"Lisinopril 20mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"59163"	"Nifedipine 20mg modified-release tablets (Cubic Pharmaceuticals Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"59209"	"Doxazosin 1mg tablets (Kent Pharmaceuticals Ltd)"	"Doxazosin"	"1mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"59233"	"Lercanidipine 20mg tablets (Actavis UK Ltd)"	"Lercanidipine"	"20mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"59264"	"Securon SR 240mg tablets (DE Pharmaceuticals)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"59271"	"Losartan 25mg tablets (Sandoz Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"59340"	"Losartan 12.5mg tablets (Dexcel-Pharma Ltd)"	"Losartan"	"12.5mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"59351"	"Losartan 50mg tablets (Pfizer Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"59393"	"Irbesartan 300mg tablets (Sandoz Ltd)"	"Irbesartan"	"300mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"59412"	"Co-amilofruse 5mg/40mg tablets (Waymade Healthcare Plc)"	"Amiloride"	"5mg + 40mg"	"Tablet"	"Oral"	"02020400"	"Amiloride"
"59415"	"Propranolol 40mg tablets (Accord Healthcare Ltd)"	"Propranolol"	"40mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"59448"	"Valsartan 80mg capsules (A A H Pharmaceuticals Ltd)"	"Valsartan"	"80mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"59512"	"Hydralazine 50mg/5ml oral solution"	"Hydralazine"	"10mg/1ml"	"Oral solution"	"Oral"	"02050100"	"Hydralazine"
"59557"	"Ramipril 2.5mg capsules (Kent Pharmaceuticals Ltd)"	"Ramipril"	"2.5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"59585"	"Uard 120XL capsules (Ennogen Healthcare Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
